UK000070765,20150420,TMIN,55,,,E,
UK000070765,20150420,PRCP,0,,,E,
UK000070765,20150420,TAVG,59,H,,S,
UK000070765,20150421,TMAX,157,,,E,
UK000070765,20150421,TMIN,23,,,E,
UK000070765,20150421,PRCP,0,,,E,
UK000070765,20150421,TAVG,94,H,,S,
UK000070765,20150422,TMAX,132,,,E,
UK000070765,20150422,TMIN,57,,,E,
UK000070765,20150422,PRCP,0,,,E,
UK000070765,20150422,TAVG,89,H,,S,
UK000070765,20150423,TMAX,64,,,E,
UK000070765,20150423,TMIN,46,,,E,
UK000070765,20150423,PRCP,0,,,E,
UK000070765,20150423,TAVG,82,H,,S,
UK000070765,20150424,TMAX,83,,,E,
UK000070765,20150424,TMIN,53,,,E,
UK000070765,20150424,PRCP,12,,,E,
UK000070765,20150424,TAVG,49,H,,S,
UK000070765,20150425,TMAX,52,,,E,
UK000070765,20150425,TMIN,8,,,E,
UK000070765,20150425,PRCP,10,,,E,
UK000070765,20150425,TAVG,38,H,,S,
UK000070765,20150426,TMAX,85,,,E,
UK000070765,20150426,TMIN,4,,,E,
UK000070765,20150426,PRCP,32,,,E,
UK000070765,20150426,TAVG,17,H,,S,
UK000070765,20150427,TMAX,91,,,E,
UK000070765,20150427,TMIN,-3,,,E,
UK000070765,20150427,PRCP,34,,,E,
UK000070765,20150427,TAVG,31,H,,S,
UK000070765,20150428,TMAX,75,,,E,
UK000070765,20150428,TMIN,-21,,,E,
UK000070765,20150428,PRCP,55,,,E,
UK000070765,20150428,TAVG,33,H,,S,
UK000070765,20150429,TMAX,89,,,E,
UK000070765,20150429,TMIN,29,,,E,
UK000070765,20150429,PRCP,53,,,E,
UK000070765,20150429,TAVG,46,H,,S,
UK000070765,20150430,TMAX,77,,,E,
UK000070765,20150430,TMIN,40,,,E,
UK000070765,20150430,PRCP,6,,,E,
UK000070765,20150430,TAVG,49,H,,S,
UK000070765,20150501,TMAX,82,,,E,
UK000070765,20150501,TMIN,-6,,,E,
UK000070765,20150501,PRCP,0,,,E,
UK000070765,20150501,TAVG,40,H,,S,
UK000070765,20150502,TMAX,97,,,E,
UK000070765,20150502,TMIN,-27,,,E,
UK000070765,20150502,PRCP,0,,,E,
UK000070765,20150502,TAVG,37,H,,S,
UK000070765,20150503,TMAX,143,,,E,
UK000070765,20150503,TMIN,48,,,E,
UK000070765,20150503,PRCP,110,,,E,
UK000070765,20150503,TAVG,51,H,,S,
UK000070765,20150504,TMAX,92,,,E,
UK000070765,20150504,TMIN,48,,,E,
UK000070765,20150504,PRCP,0,,,E,
UK000070765,20150504,TAVG,89,H,,S,
UK000070765,20150505,TMAX,77,,,E,
